32	517.408	517.392	27.090	662.491	390.609	585.398	517.408	517.392	27.090	662.491	390.609	585.398
33	787.492	538.594	531.468	374.983	412.804	345.647	787.492	538.594	531.468	374.983	412.804	345.647
34	180.157	193.305	324.659	375.009	367.418	550.295	180.157	193.305	324.659	375.009	367.418	550.295
35	794.519	782.354	57.624	762.491	418.155	542.770	794.519	782.354	57.624	762.491	418.155	542.770
36	533.345	532.748	20.455	299.959	373.690	488.129	533.345	532.748	20.455	299.959	373.690	488.129
37	509.394	523.067	45.267	699.982	464.141	596.580	509.394	523.067	45.267	699.982	464.141	596.580
38	509.506	531.728	181.778	512.501	435.874	533.791	509.506	531.728	181.778	512.501	435.874	533.791
39	487.473	507.724	96.792	0.006	441.906	631.839	487.473	507.724	96.792	0.006	441.906	631.839
40	491.028	491.976	113.548	25.031	395.228	575.791	491.028	491.976	113.548	25.031	395.228	575.791
41	221.111	195.041	239.883	749.929	412.516	563.084	221.111	195.041	239.883	749.929	412.516	563.084
42	79.811	80.715	75.006	12.503	378.398	483.343	79.811	80.715	75.006	12.503	378.398	483.343
43	181.765	189.051	418.914	350.004	382.498	533.202	181.765	189.051	418.914	350.004	382.498	533.202
44	548.939	552.887	351.659	674.997	449.596	568.860	548.939	552.887	351.659	674.997	449.596	568.860
45	539.429	519.193	368.649	12.512	395.493	555.754	539.429	519.193	368.649	12.512	395.493	555.754
46	191.775	168.238	51.191	787.486	415.563	553.720	191.775	168.238	51.191	787.486	415.563	553.720
47	533.890	542.388	270.106	749.997	453.844	652.261	533.890	542.388	270.106	749.997	453.844	652.261
48	633.935	632.713	26.360	312.479	310.636	360.254	633.935	632.713	26.360	312.479	310.636	360.254
49	630.571	628.727	34.066	312.478	383.039	532.059	630.571	628.727	34.066	312.478	383.039	532.059
0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
51	770.356	751.930	89.265	0.018	350.316	542.639	770.356	751.930	89.265	0.018	350.316	542.639
52	133.728	156.042	108.371	0.005	246.136	532.991	133.728	156.042	108.371	0.005	246.136	532.991
53	520.336	524.924	42.288	737.479	408.945	559.390	520.336	524.924	42.288	737.479	408.945	559.390
54	116.518	288.357	440.644	450.011	430.915	538.861	116.518	288.357	440.644	450.011	430.915	538.861
55	560.670	556.138	56.170	12.519	381.220	569.538	560.670	556.138	56.170	12.519	381.220	569.538
56	554.933	525.640	64.184	687.488	515.889	594.254	554.933	525.640	64.184	687.488	515.889	594.254
57	87.298	186.873	429.580	387.482	386.963	552.749	87.298	186.873	429.580	387.482	386.963	552.749
58	196.284	200.499	24.821	649.982	472.770	461.645	196.284	200.499	24.821	649.982	472.770	461.645
59	457.432	521.808	89.250	25.017	367.069	548.572	457.432	521.808	89.250	25.017	367.069	548.572
60	565.021	542.614	90.422	324.993	394.049	542.393	565.021	542.614	90.422	324.993	394.049	542.393
61	160.532	162.516	13.157	150.015	287.160	530.406	160.532	162.516	13.157	150.015	287.160	530.406
62	576.750	524.677	331.305	274.983	385.607	538.672	576.750	524.677	331.305	274.983	385.607	538.672
63	213.745	195.612	57.223	762.488	441.980	535.905	213.745	195.612	57.223	762.488	441.980	535.905
64	187.268	181.578	61.720	637.499	396.506	541.388	187.268	181.578	61.720	637.499	396.506	541.388
65	533.248	527.073	29.618	112.381	119.045	158.028	533.248	527.073	29.618	112.381	119.045	158.028
66	532.479	509.220	386.480	0.015	389.648	552.679	532.479	509.220	386.480	0.015	389.648	552.679
67	168.703	179.421	34.476	37.526	388.198	532.848	168.703	179.421	34.476	37.526	388.198	532.848
68	605.876	552.560	69.732	650.007	454.239	487.915	605.876	552.560	69.732	650.007	454.239	487.915
69	100.237	216.044	375.570	474.999	415.751	533.976	100.237	216.044	375.570	474.999	415.751	533.976
70	146.578	161.717	382.868	112.516	352.735	525.350	146.578	161.717	382.868	112.516	352.735	525.350
71	175.112	188.879	623.318	25.003	375.566	551.770	175.112	188.879	623.318	25.003	375.566	551.770
72	787.497	750.273	296.831	437.499	402.297	508.742	787.497	750.273	296.831	437.499	402.297	508.742
73	476.920	478.163	95.736	462.479	400.865	525.846	476.920	478.163	95.736	462.479	400.865	525.846
74	505.525	512.742	39.571	699.989	619.161	518.155	505.525	512.742	39.571	699.989	619.161	518.155
75	522.550	546.032	41.508	225.030	285.989	509.176	522.550	546.032	41.508	225.030	285.989	509.176
76	517.292	510.766	377.495	724.995	393.324	566.536	517.292	510.766	377.495	724.995	393.324	566.536
77	132.911	140.740	44.626	12.501	262.154	475.388	132.911	140.740	44.626	12.501	262.154	475.388
78	567.031	560.172	25.933	624.980	419.858	511.517	567.031	560.172	25.933	624.980	419.858	511.517
79	107.710	160.432	88.696	285.431	259.388	44.349	107.710	160.432	88.696	285.431	259.388	44.349
80	520.425	522.008	18.861	612.503	467.275	538.651	520.425	522.008	18.861	612.503	467.275	538.651
81	127.225	178.348	349.637	262.506	386.623	495.383	127.225	178.348	349.637	262.506	386.623	495.383
82	176.266	175.208	28.054	349.986	359.018	526.963	176.266	175.208	28.054	349.986	359.018	526.963
83	783.098	784.747	2.695	762.500	525.594	505.951	783.098	784.747	2.695	762.500	525.594	505.951
84	100.770	133.332	57.738	25.016	353.189	522.194	100.770	133.332	57.738	25.016	353.189	522.194
85	584.036	585.493	38.877	0.056	348.917	540.147	584.036	585.493	38.877	0.056	348.917	540.147
86	511.753	510.545	22.919	12.504	314.780	483.604	511.753	510.545	22.919	12.504	314.780	483.604
87	555.163	557.268	33.306	325.006	402.535	543.689	555.163	557.268	33.306	325.006	402.535	543.689
88	112.535	152.524	111.330	0.004	12.112	126.185	112.535	152.524	111.330	0.004	12.112	126.185
89	542.829	526.599	386.090	100.047	314.497	455.286	542.829	526.599	386.090	100.047	314.497	455.286
90	166.007	155.080	59.266	528.479	525.764	372.286	166.007	155.080	59.266	528.479	525.764	372.286
91	125.613	143.131	356.995	553.122	537.942	44.804	125.613	143.131	356.995	553.122	537.942	44.804
92	546.021	545.946	13.636	699.974	416.993	568.855	546.021	545.946	13.636	699.974	416.993	568.855
